transcript	description
AK367773	Soluble_glutathione_S-transferase_C-terminal_domain_profile.
AK251848.1	Aminotransferase_class_I_and_II
AK360376	Glycosyl_transferases_group_1
MLOC_14635.1	Cytochrome_c_family_profile.
MLOC_47445.2	Uncharacterized_conserved_protein_(DUF2215)
AK370542	Histone_deacetylase_domain
AK372119	Phosphorylase_superfamily
MLOC_66223.1	2OG-Fe(II)_oxygenase_superfamily
MLOC_26912.5	Pectinacetylesterase
MLOC_16950.1	Cupin
MLOC_69539.4	Universal_stress_protein_signature
MLOC_64475.1	Leucine-rich_repeat_signature
AK365526	Basic-leucine_zipper_(bZIP)_domain_signature.
MLOC_16150.1	Protein_kinases_ATP-binding_region_signature.
AK376393	Trp-Asp_(WD)_repeats_profile.
MLOC_8592.1	alpha/beta_hydrolase_fold
MLOC_11119.1	Phosphatidylinositol-4-phosphate_5-Kinase
AK359031	C2_domain
MLOC_44823.1	LSM_domain
MLOC_13446.1	Chromodomain_signature
MLOC_552.2|AK359099	MIP_family_signature.
AK364046	Protein_kinase_domain_profile.
MLOC_66364.1	Alcohol_dehydrogenase_GroES-like_domain
AK354785	Ribosomal_protein_L4/L1_family
MLOC_3849.1	U-box_domain
AK365150	Core-2/I-Branching_enzyme
AK366772	Heat_shock_hsp70_proteins_family_signature_1.
MLOC_64714.1	C2_domain_profile.
MLOC_477.3	Phenylalanine_and_histidine_ammonia-lyase
MLOC_2258.1	tRNA_intron_endonuclease,_N-terminal_domain
MLOC_73432.2	DnaJ_domain
MLOC_18048.1	NmrA-like_family
AK358936	\'Homeobox\'_domain_profile.
AK361131	small_GTPase_Rab1_family_profile.
AK368091	Plant_thionin
MLOC_67122.9	DIE2/ALG10_family
AK362810	Protein_kinases_ATP-binding_region_signature.
AK359543	RNase_H_domain_profile.
MLOC_62788.3	Phosphofructokinase
MLOC_13049.1	PHD-finger
AK355136	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase
MLOC_55183.1|AK355962	Ribosomal_protein_S28e_signature.
AK250362.1|AK368318	ADP-ribosylation_factor_family
MLOC_4537.1	FYVE_zinc_finger
AK363106	Kelch_motif
AK356353|AK362742	Glucose/ribitol_dehydrogenase_family_signature
AK368785	Aux/IAA-ARF_dimerization_domain_profile.
MLOC_4071.1	alpha/beta_hydrolase_fold
AK364811	Pepsin_(A1)_aspartic_protease_family_signature
AK363274	Aminoacyl-transfer_RNA_synthetases_class-I_signature.
AK371667	Alcohol_dehydrogenase_GroES-like_domain
MLOC_60529.1	Ubiquitin-activating_enzyme_e1_C-terminal_domain
MLOC_16631.1	Plant_protein_of_unknown_function_(DUF828)
AK354659|AK357621	Cytochrome_P450
AK353646	Family_of_unknown_function_(DUF572)
AK355016	2OG-Fe(II)_oxygenase_superfamily
MLOC_66998.1	Chalcone_and_stilbene_synthases,_N-terminal_domain
AK373093	Phosphoglycerate_mutase_family
AK357469	Adrenodoxin_reductase_family_signature
AK359325	Arabidopsis_thaliana_protein_of_unknown_function_(DUF821)
MLOC_11189.1	Protein_kinase_domain_profile.
AK250797.1	Eukaryotic_aspartyl_protease
AK362932|MLOC_46161.1	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
MLOC_2480.1	Amidohydrolase_family
AK249860.1|AK249800.1|AK250594.1	Ribosomal_protein_L6
MLOC_5568.1	Myb-like_DNA-binding_domain
AK371413	Auxin_binding_protein_signature
MLOC_2313.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK355762	Eukaryotic_RNA_Recognition_Motif_(RRM)_profile.
MLOC_10456.1	GTP-binding_nuclear_protein_Ran/Tc4_family_signature
MLOC_61094.1	Sigma-70,_region_4
AK365698	POT_family
MLOC_44514.1	K-box_domain_profile.
MLOC_12079.1	WRKY_domain_profile.
MLOC_55468.2	Phosphofructokinase
MLOC_69873.1	Glutathione_S-transferase,_C-terminal_domain
MLOC_54736.4	Ferredoxin_reductase-type_FAD_binding_domain_profile.
MLOC_74330.2	NAD_dependent_epimerase/dehydratase_family
AK376513	Chitin_recognition_protein
AK358614	Cytochrome_P450
AK362717	U-box_domain
AK362201	Amidase
MLOC_11994.2	Myelodysplasia-myeloid_leukemia_factor_1-interacting_protein
AK371614	Eukaryotic_cytochrome_b561
MLOC_70866.1	Glutamate_synthase_central_domain
AK252968.1|AK251040.1	GTP-binding_SAR1_protein_signature
MLOC_55378.6	UvrB/uvrC_motif
AK371015	Rhodanese_domain_profile.
MLOC_62120.1	Protein_of_unknown_function_(DUF1279)
MLOC_10538.2	Myb-like_DNA-binding_domain
MLOC_65625.1	RNA_dependent_RNA_polymerase
MLOC_61350.2	ATP-dependent_Clp_protease_ATP-binding_subunit_signature
MLOC_37503.18	GPI_transamidase_subunit_PIG-U
AK249532.1	Metallopeptidase_family_M24
AK376744	PB1_domain
AK372463	Transmembrane_amino_acid_transporter_protein
AK365574	Thioesterase_superfamily
AK363965	Sugar_transport_proteins_signature_1.
AK359184	Glycosyl_hydrolases_family_17
AK368883	Protein_tyrosine_kinase
AK363904	Exo70_exocyst_complex_subunit
AK375875	Plant_lipid_transfer_proteins_signature.
AK355438	Mitochondrial_carrier_protein
AK363053	Tetrahydrofolate_dehydrogenase/cyclohydrolase,_catalytic_domain
AK372639	Thi4_family
AK371821	Ran_binding_protein_in_the_microtubule-organising_centre
MLOC_3095.1	AP2_domain
AK363817	ATPase_family_associated_with_various_cellular_activities_(AAA)
AK366776	FAD_linked_oxidases,_C-terminal_domain
MLOC_53996.2	V-type_ATPase_116kDa_subunit_family
AK367199	Lethal_giant_larvae(Lgl)_like,_C-terminal
MLOC_40031.2	U-box_domain
AK365437	PPR_repeat
AK251005.1	Tubulin_signature
AK374013	NPH3_family
MLOC_861.2	Endopeptidase_Clp_serine_active_site.
MLOC_6711.2	G-box_binding_protein_MFMR
AK365203	Poly-adenylate_binding_protein,_unique_domain
MLOC_74232.1	Cytochrome_P450
MLOC_69804.2	HMGL-like
AK251134.1	Sugar_(and_other)_transporter
AK364250	TPR_repeat_region_circular_profile.
AK363002	Formin_homology-2_(FH2)_domain_profile.
AK354972	small_GTPase_Arf_family_profile.
MLOC_18813.1	BAH_domain
MLOC_65081.1	Zinc-binding_dehydrogenase
AK373259	Zinc_finger_B-box_type_profile.
MLOC_64906.1	Core_histone_H2A/H2B/H3/H4
AK368570	Multicopper_oxidase
AK249105.1	Transcription_initiation_factor_TFIID_23-30kDa_subunit
AK368272	Protein_kinases_ATP-binding_region_signature.
MLOC_59070.7	Glycosyl_hydrolases_family_32_N-terminal_domain
MLOC_75020.2	Cytochrome_P450_cysteine_heme-iron_ligand_signature.
AK355654	Elongation_factor_Tu_GTP_binding_domain
AK364796|MLOC_5188.1	DnaJ_domain
AK376214|AK358538|AK370674|AK375327|AK374129	Core_histone_H2A/H2B/H3/H4
AK355661	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase
AK362019	Serine_incorporator_(Serinc)
AK374044	Carbamoyl-phosphate_synthase_subdomain_signature_2.
AK357844	short_chain_dehydrogenase
MLOC_43543.1	Protein_of_unknown_function_(DUF295)
AK363582	Glucose-6-phosphate_dehydrogenase_signature
MLOC_30306.2	RNase_H
AK376053	Eukaryotic_aspartyl_protease
AK371310	Glycosyltransferase_family_28_C-terminal_domain
MLOC_59959.3	CCT_domain_profile.
AK361945	Zinc_finger_PHD-type_signature.
MLOC_53722.1	Serine/Threonine_protein_kinases_active-site_signature.
AK369583	Transmembrane_amino_acid_transporter_protein
MLOC_4352.1	Hexokinase
AK367284	Soluble_glutathione_S-transferase_C-terminal_domain_profile.
AK364973	IBR_domain
MLOC_66166.11	Asparaginase
MLOC_75066.1|AK250589.1	Type-1_copper_(blue)_proteins_signature.
AK373013	Kelch_motif
AK373684	OTU_domain_profile.
MLOC_64351.2	ATPase_family_associated_with_various_cellular_activities_(AAA)
MLOC_44123.2	Rrp15p
AK368086	RNA_polymerase_Rpb5,_N-terminal_domain
AK363254	NB-ARC_domain
MLOC_20132.1	Leucine_rich_repeat_N-terminal_domain
MLOC_69392.1	NB-ARC_domain
AK368346	FAD_dependent_oxidoreductase
AK365912	DEAD-box_RNA_helicase_Q_motif_profile.
MLOC_60187.1	Thioredoxin
MLOC_72603.2	Nuclear_transport_factor_2_(NTF2)_domain
MLOC_65110.1	Major_Facilitator_Superfamily
MLOC_61294.3	G-patch_domain
MLOC_17055.1	Glycosyl_hydrolases_family_35
AK369753	Cytosol_aminopeptidase_family,_catalytic_domain
AK354917	HSF-type_DNA-binding_domain_signature.
MLOC_56562.1	Rapid_ALkalinization_Factor_(RALF)
MLOC_60692.1	Protein_kinase_domain
AK364406	Zn-finger_in_Ran_binding_protein_and_others
MLOC_68717.2	Pollen_proteins_Ole_e_I_like
AK366485	ATPase_family_associated_with_various_cellular_activities_(AAA)
MLOC_44415.3	Leucine_Rich_Repeat
MLOC_51198.3	Lung_seven_transmembrane_receptor
AK250453.1	Ubiquitin-conjugating_enzymes_active_site.
MLOC_10793.6	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_65913.1	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_56655.1	IQ_calmodulin-binding_motif
AK358543|AK367382	Trp-Asp_(WD)_repeats_circular_profile.
AK355436	GMC_oxidoreductase
MLOC_62432.1	PA_domain
MLOC_15242.1	Heat_shock_hsp70_proteins_family_signature_1.
AK367613	Protein_kinase_domain
AK369477	Serine/Threonine_protein_kinases_active-site_signature.
AK249030.1	Acyl-CoA_oxidase
MLOC_55891.1	Zinc_finger_RING-type_profile.
AK371168	Ubiquitin-specific_protease_7
MLOC_75017.1	PPR_repeat
AK368960|AK371965	Nt-dnaJ_domain_signature.
MLOC_65272.1	EF_hand
AK358970	Ribosomal_protein_S24e_signature.
MLOC_76003.1	EF-hand_calcium-binding_domain.
MLOC_80060.1	WRC
MLOC_57180.1	Protein_kinase_domain
AK359637	Serine/Threonine_protein_kinases_active-site_signature.
AK362880	Protein_kinases_ATP-binding_region_signature.
MLOC_65311.2	Chitinases_family_19_signature_2.
AK357982	CCAAT-binding_transcription_factor_subunit_A_signature
AK354004	Cytochrome_P450
MLOC_10314.1	MCM2/3/5_family
AK371304	GDP-fucose_protein_O-fucosyltransferase
MLOC_21664.1	Subtilisin_serine_protease_family_(S8)_signature
MLOC_4609.1	Protein_kinase_domain
MLOC_72321.2	C-5_cytosine-specific_DNA_methylase
AK375422	Protein_of_unknown_function,_DUF599
AK363730	Calcium-binding_EGF-like_domain_signature.
AK362157	Protein_kinase_domain_profile.
AK364380	Disease_resistance_protein_signature
MLOC_4380.1	Phospholipase_D_C_terminal
MLOC_7011.1	RNA_polymerase_Rpb4
AK248373.1	Protein_kinase_domain_profile.
AK354406	Trp-Asp_(WD)_repeats_profile.
AK249309.1	Inorganic_pyrophosphatase
MLOC_79789.1	MATURATION_SEED_LEA_ABUNDANT_LATE_EMBRYOGENESIS_GROUP_LE25_D-113_D113
MLOC_58155.1	Mitochondrial_glycoprotein
AK363377	Sugar_transport_proteins_signature_1.
AK366366	Cyclophilin-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.
MLOC_63089.10	Asparagine_synthase
MLOC_55561.1	Papain_family_cysteine_protease
AK357876|AK359505	Cytochrome_P450
MLOC_70903.2	P450_superfamily_signature
MLOC_66040.1	RNA_polymerase_Rpb1,_domain_5
MLOC_53427.1	GDSL-like_Lipase/Acylhydrolase
MLOC_23088.1	Plant_mobile_domain
MLOC_36685.1	NB-ARC_domain
AK365367	MatE
AK367004	Clamp-loader_complex_subunit_E_C-terminus
AK375045	Multicopper_oxidase
MLOC_38832.1	YTH_domain_profile.
MLOC_61233.2	Glycosyl_hydrolases_family_16
AK373787	CRAL/TRIO,_N-terminus
AK355931	Leucine-rich_repeat_profile.
AK369118	Multicopper_oxidase
AK251133.1	Ribosomal_L40e_family
MLOC_61553.1	AMP-binding_enzyme
MLOC_58007.1	Reverse_transcriptase_(RNA-dependent_DNA_polymerase)
AK253061.1	2Fe-2S_iron-sulfur_cluster_binding_domain
AK358506	Protein_kinase_domain_profile.
MLOC_5937.1	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
AK362773	AAA_domain_(Cdc48_subfamily)
AK357996	GRAS_family_transcription_factor
AK358184	Major_Facilitator_Superfamily
MLOC_15543.3	Annexin_family_signature
MLOC_62882.1	Homeobox_domain
MLOC_12348.1	Auxin_responsive_protein
MLOC_70266.1	TCP_family_transcription_factor
AK363251|AK362140	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK361796	ESCRT-II_complex_subunit
AK359451	Post-SET_domain_profile.
AK359364	SET_domain
MLOC_65073.1|AK249574.1	RNA_polymerase_Rpb4
AK355941|AK362035	Fe(2+)_2-oxoglutarate_dioxygenase_domain_profile.
AK370211	Uncharacterised_ACR,_YagE_family_COG1723
AK368362	Leucine_Rich_Repeat
AK376392	Plant_protein_of_unknown_function_(DUF827)
AK366190	Leucine_Rich_Repeat
AK355541	Prephenate/arogenate_dehydrogenase_domain_profile.
MLOC_39997.1	Piwi_domain
AK363743	NB-ARC_domain
MLOC_10319.1	Calcineurin-like_phosphoesterase
AK358344|MLOC_72662.3	Protein_kinase_domain
AK252954.1	Serine_carboxypeptidase
MLOC_72258.1	Protein_kinase_domain
AK372192	REPAIR_DNA_EXCISION_ERCC1_NUCLEOTIDE_DNA-BINDING_HYDROLASE_PROTEIN_ENDONUCLEASE_DAMAGE
MLOC_52186.1	Universal_stress_protein_family
AK362277	Myb-like_DNA-binding_domain
MLOC_57665.1	Leucine_Rich_Repeat
MLOC_60553.3	Ligand-gated_ion_channel
MLOC_4544.3	Pyridoxal-dependent_decarboxylase_conserved_domain
AK366094	Aromatic-ring_hydroxylase_(flavoprotein_monooxygenase)_signature
MLOC_34594.2	G-patch_domain_profile.
MLOC_69930.1	Tubulin_signature
AK252029.1	SPX_domain
MLOC_9942.1	Subtilase_family
AK362608	Galactoside-binding_lectin_(galectin)_domain_profile.
MLOC_64220.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK360130	Proteasome_subunit_A_N-terminal_signature
AK366349	Trp-Asp_(WD)_repeats_profile.
AK364391	EF-hand_calcium-binding_domain.
AK252253.1	SNARE_associated_Golgi_protein
MLOC_57119.1	von_Willebrand_factor_type_A_domain
MLOC_74808.3	linker_histone_H1_and_H5_family
MLOC_37702.1	GTP-binding_SAR1_protein_signature
MLOC_64799.1	Rho_GTPase-activating_proteins_domain_profile.
AK369425	Glutathione_S-transferase,_C-terminal_domain
MLOC_18662.1	PHD-finger
MLOC_7974.1	Glutathione_S-transferase,_C-terminal_domain
MLOC_5942.1	Endopeptidase_Clp_histidine_active_site.
AK364215	\'Homeobox\'_domain_profile.
MLOC_34855.1|AK353732	Ubiquinol-cytochrome_C_reductase_hinge_protein
MLOC_75658.2	DnaJ_domain
AK359194	Protein_kinase_domain_profile.
AK377093	haloacid_dehalogenase-like_hydrolase
MLOC_76807.1	Vacuolar_ATP_synthase_16kDa_subunit_signature
AK358680	Kelch_motif
MLOC_73204.3	Expansin,_Cellulose-binding-like_domain_profile.
MLOC_73340.1	MOSC_domain
AK363349	Protein_kinase_domain_profile.
AK368811|MLOC_17382.1	Sugar_(and_other)_transporter
AK357862	Solute_carrier_(Solcar)_repeat_profile.
MLOC_48593.1	Peroxidase
MLOC_9448.1	FAR1_DNA-binding_domain
MLOC_10762.1	Thioredoxin
MLOC_7100.3	Tetratricopeptide_repeat
MLOC_75041.1	COBRA-like_protein
MLOC_57142.7	tify_domain
AK355761|AK372029	Iron/manganese_superoxide_dismutases,_C-terminal_domain
AK250600.1	Domain_of_unknown_function_DUF143
AK359280	Plant_heme_peroxidase_family_profile.
AK357109	Phosphoglucose_isomerase_signature_1.
MLOC_68298.4	Formamidopyrimidine-DNA_glycosylase_H2TH_domain
MLOC_37302.1	Zinc_finger_RING-type_profile.
AK358405	Myb-like_DNA-binding_domain
AK374525	Basic_region_leucine_zipper
AK369055	Heat_shock_hsp70_proteins_family_signature_1.
AK356578	Pentatricopeptide_(PPR)_repeat_profile.
MLOC_37671.2	Thiolases_acyl-enzyme_intermediate_signature.
MLOC_59786.2	Protein_kinase_domain_profile.
MLOC_18323.1	Protease_inhibitor/seed_storage/LTP_family
AK364864	Triose-phosphate_Transporter_family
MLOC_57429.1	Zinc_finger_RING-type_profile.
MLOC_48942.1	Serpin_(serine_protease_inhibitor)
AK364840	Protein_kinase_domain
AK360477	HtrA/DegQ_protease_family_signature
AK370199	Disease_resistance_protein_signature
AK361858|AK364841	Basic-leucine_zipper_(bZIP)_domain_signature.
AK374443	GDA1/CD39_family_of_nucleoside_phosphatases_signature.
AK372176	NADP_oxidoreductase_coenzyme_F420-dependent
AK366863	Trp-Asp_(WD)_repeats_circular_profile.
AK371985	Vps5_C_terminal_like
AK372987	Serine/Threonine_protein_kinases_active-site_signature.
AK251031.1	Pollen_proteins_Ole_e_I_like
AK369916	Cytochrome_P450
AK365927	TPR_repeat_profile.
MLOC_59914.1	Serine_acetyltransferase,_N-terminal
AK363610	HSF-type_DNA-binding
AK357463	Prolyl_oligopeptidase_family
AK369971	NB-ARC_domain
AK371454	Sugar_transport_proteins_signature_2.
AK372785	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase
MLOC_60038.2	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK368401	Plant_protein_of_unknown_function
MLOC_68001.1	Zinc-binding_dehydrogenase
MLOC_22665.1	Plant_protein_of_unknown_function
AK361397	Alcohol_dehydrogenase_GroES-like_domain
MLOC_62002.1	Legume_lectin_domain
AK359941	Skp1_family,_tetramerisation_domain
AK249097.1	CAAX_amino_terminal_protease_family
AK370896|AK250199.1	PRA1_family_protein
MLOC_53442.8	FAR1_DNA-binding_domain
AK372789	IQ_motif_profile.
AK251301.1	Ubiquinol-cytochrome_C_reductase_hinge_protein
AK365737	WD_domain,_G-beta_repeat
AK355076	Protein_phosphatase_2C
AK376752	Smr_domain_profile.
MLOC_55239.1	Protein_of_unknown_function_DUF260
AK362034	Thioredoxin_domain_profile.
AK369436	Protein_phosphatase_2C
MLOC_386.1	Prefoldin_subunit
MLOC_55271.1	Nop14-like_family
AK372694	Ubiquitin-conjugating_enzyme
AK252241.1	Di-glucose_binding_within_endoplasmic_reticulum
MLOC_15248.2	4Fe-4S_ferredoxin-type_iron-sulfur_binding_domain_profile.
MLOC_79572.1	Protein_kinases_ATP-binding_region_signature.
AK356403	Phosphatidylinositol_phosphate_kinase_(PIPK)_domain_profile.
AK370652	Peptidase_dimerisation_domain
AK373991	Trp-Asp_(WD)_repeats_profile.
AK358691	Serine/Threonine_protein_kinases_active-site_signature.
MLOC_59542.1	YDG_domain_profile.
MLOC_7020.1	MSP_(Major_sperm_protein)_domain
MLOC_66453.1	NB-ARC_domain
AK365444	Fe(2+)_2-oxoglutarate_dioxygenase_domain_profile.
AK365327	Regulator_of_chromosome_condensation_(RCC1)_signature_2.
AK358476|AK375965	Plant_organelle_RNA_recognition_domain
MLOC_5371.1	NB-ARC_domain
AK370095	PPR_repeat
MLOC_37569.1	Zinc_finger_SWIM-type_profile.
AK358343	Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.
AK367740	Bulb-type_lectin_domain_profile.
MLOC_45226.1	VID27_cytoplasmic_protein
AK357036	Ribosomal_protein_S2_signature_2.
MLOC_57397.1	Subtilase_family
AK358001	PurA_ssDNA_and_RNA-binding_protein
MLOC_38607.1	Armadillo/plakoglobin_ARM_repeat_profile.
MLOC_56971.1	EamA-like_transporter_family
AK367033	EF-hand_calcium-binding_domain.
MLOC_64388.11	Alpha-L-arabinofuranosidase_C-terminus
AK356533	POT_family
MLOC_12394.1	PPR_repeat
MLOC_61726.2|AK368547	SPFH_domain_/_Band_7_family
MLOC_74646.1	U-box_domain
AK375269	TRANSCRIPTION_DNA-BINDING_REGULATION_NUCLEAR_DEVELOPMENTAL_B1100D10.3-1_ULTRAPETALA1_P0010B10.33-_ULTRAPETALA2
MLOC_65684.2	Papain_family_cysteine_protease
AK374633	Protein_kinases_ATP-binding_region_signature.
MLOC_64159.1	Plant_pleckstrin_homology-like_region
MLOC_38090.1	Cyclin,_C-terminal_domain
MLOC_43630.3	Glycosyl_transferases_group_1
AK364123	Piwi_domain
AK353702	Chromosome_condensation_regulator_RCC1_signature
AK355231|AK358283|MLOC_7890.1	Glycosyl_hydrolase_family_1_signature
MLOC_60294.2	Type-1_KH_domain_profile.
AK251513.1|AK373988	Glutaredoxin
AK249796.1	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
MLOC_58603.8	Homocysteine_S-methyltransferase
MLOC_3013.1	Protein_kinase_domain
MLOC_72249.1	3-dehydroquinate_synthase
AK362468	Polyketide_cyclase_/_dehydrase_and_lipid_transport
AK365638	P450_superfamily_signature
AK249652.1|MLOC_68517.1	Glutathione_peroxidases_active_site.
MLOC_60887.1	Fumarylacetoacetate_(FAA)_hydrolase_family
AK355174	P450_superfamily_signature
AK356262	Zinc_finger,_C3HC4_type_(RING_finger)
MLOC_4235.4	FAR1_DNA-binding_domain
MLOC_36591.3	NB-ARC_domain
MLOC_11947.2	Arginosuccinate_synthase
AK368079	Peptidase_S26
MLOC_64815.2	PP-loop_family
AK365524	Arabidopsis_thaliana_130.7kDa_hypothetical_protein_signature
MLOC_5021.1	Cytochrome_B-245_heavy_chain_signature
MLOC_12056.9	Solute_carrier_(Solcar)_repeat_profile.
MLOC_58958.2	Fructose-bisphosphate_aldolase_class-I_active_site.
AK371056	Citrate_synthase
AK252769.1	Remorin,_C-terminal_region
MLOC_14205.1	INITIATION_FACTOR_TRANSLATION_1A_BIOSYNTHESIS_EUKARYOTIC_EIF-1A_AIF-1A_EIF-4C_1A
MLOC_7348.1	PPR_repeat
MLOC_12201.1	NB-ARC_domain
AK373094	F-box_domain
MLOC_10075.1	Pterin_binding_enzyme
AK359130	short_chain_dehydrogenase
AK357553	Lipase_(class_3)
AK248956.1	Histidine_kinase_domain_profile.
MLOC_36653.1	Helicase_associated_domain_(HA2)
AK365333	Variant_SH3_domain
AK359255|AK359890	4Fe-4S_ferredoxin-type_iron-sulfur_binding_domain_profile.
MLOC_13209.1|AK366392	Protein_of_unknown_function_(DUF803)
AK364920|AK248488.1	Predicted_integral_membrane_metal-binding_protein_(DUF2296)
MLOC_58234.1	Protein_kinase_domain
MLOC_7612.1	Snare_region_anchored_in_the_vesicle_membrane_C-terminus
AK357536|AK358721|AK373861|AK359991|AK371028|AK367515|AK370604|AK249046.1|AK251417.1|AK248915.1|AK251923.1|AK377086|AK372984|AK375070|AK362441|AK355345|AK250965.1|AK252102.1|AK373961|AK249953.1|AK249420.1|AK362933|AK248730.1|AK355359	Core_histone_H2A/H2B/H3/H4
MLOC_76419.1	Aminotransferase_class-III
AK354468	IBR_domain
AK359231	HtrA/DegQ_protease_family_signature
MLOC_65675.1	UDP-glucoronosyl_and_UDP-glucosyl_transferase
AK251401.1	Fatty_acid_hydroxylase_superfamily
MLOC_42762.2	CRS1_/_YhbY_(CRM)_domain
MLOC_61809.1	D-isomer_specific_2-hydroxyacid_dehydrogenases_NAD-binding_signature.
MLOC_71599.2	AP2_domain
AK362536	Pentatricopeptide_(PPR)_repeat_profile.
AK356283	GTP1/OBG_GTP-binding_protein_family_signature
AK375159	Protein_of_unknown_function_(DUF569)
MLOC_65717.1	Ribosomal_protein_L17
AK369618	Dolichol_phosphate-mannose_biosynthesis_regulatory_protein_(DPM2)
MLOC_76583.1	Protein_kinase_domain_profile.
AK371208	Protein_kinase_domain
AK369740	RNA_recognition_motif._(a.k.a._RRM,_RBD,_or_RNP_domain)
AK372017	UDP-glycosyltransferases_signature.
MLOC_37645.1	Zinc_finger_C3H1-type_profile.
AK371948	TPR_repeat_profile.
AK367534	Uncharacterised_protein_family_(UPF0139)
AK361276	Domain_of_unknown_function_DUF26
AK373607	Protein_of_unknown_function_DUF260
MLOC_56462.1	2OG-Fe(II)_oxygenase_superfamily
AK249729.1	small_GTPase_Arf_family_profile.
