transcript	domain
MLOC_16086.1	PTHR19370:SF8
MLOC_16086.1	IPR001834
MLOC_16086.1	PR00406
MLOC_16086.1	IPR008333
MLOC_16086.1	PF00970
MLOC_16086.1	IPR001433
MLOC_16086.1	PF00175
MLOC_11485.1	IPR001229
MLOC_11485.1	PF01419
MLOC_11485.1	IPR002182
MLOC_11485.1	PF00931
AK369684	IPR000408
AK369684	PS00626
AK369684	PS50012
AK369684	PTHR22870
AK369684	PTHR22870:SF24
AK369684	PF00415
AK369684	PR00633
AK251508.1	IPR002088
AK251508.1	PF01239
MLOC_11806.1	PTHR24003:SF315
MLOC_11806.1	IPR008509
MLOC_11806.1	PF05631
MLOC_11806.1	PTHR24003
AK374356	IPR018467
AK374356	PF09425
AK363211	IPR012946
AK363211	SM00768
AK363211	IPR000490
AK363211	PF00332
AK363211	PS00587
AK363211	PTHR16631
AK363211	PF07983
MLOC_59079.9	IPR000408
MLOC_59079.9	PF00415
MLOC_59079.9	IPR000306
MLOC_59079.9	PF01363
MLOC_59079.9	IPR013591
MLOC_59079.9	PF08381
MLOC_58142.1	IPR005333
MLOC_58142.1	PF03634
MLOC_1443.2	IPR002182
MLOC_1443.2	PF00931
MLOC_67885.6	IPR000743
MLOC_67885.6	PS00502
MLOC_67885.6	PF00295
MLOC_67885.6	IPR006626
MLOC_67885.6	SM00710
MLOC_66585.2	IPR001763
MLOC_66585.2	SM00450
MLOC_66585.2	IPR001307
MLOC_66585.2	PS00380
MLOC_66585.2	PS00683
MLOC_66585.2	PTHR11364
MLOC_66585.2	PF00581
MLOC_66585.2	PS50206
AK372118	PTHR24420:SF351
AK372118	PTHR24420
AK372118	IPR001611
AK372118	PS51450
AK372118	IPR017441
AK372118	PS00107
AK372118	IPR013210
AK372118	PF08263
AK372118	IPR008271
AK372118	PS00108
AK372118	IPR001245
AK372118	PF07714
AK372118	IPR000719
AK372118	PS50011
AK372118	PF00560
MLOC_36655.1	IPR006692
MLOC_36655.1	PF04053
MLOC_36655.1	IPR010714
MLOC_36655.1	PF06957
MLOC_36655.1	IPR019781
MLOC_36655.1	PF00400
AK362359	PTHR23257
AK362359	IPR001245
AK362359	PF07714
AK362359	IPR008271
AK362359	PS00108
AK362359	IPR000719
AK362359	PS50011
AK362359	PR00109
AK362359	PTHR23257:SF276
AK374344	PTHR11895:SF7
AK374344	IPR000120
AK374344	PTHR11895
AK374344	IPR020556
AK374344	PS00571
AK374344	PF01425
MLOC_40038.5	IPR011545
MLOC_40038.5	PF00270
MLOC_40038.5	IPR001650
MLOC_40038.5	PF00271
MLOC_60937.2	IPR013766
MLOC_60937.2	PF00085
MLOC_60937.2	IPR012336
MLOC_60937.2	PS51352
MLOC_60937.2	PTHR10438:SF7
MLOC_60937.2	IPR005746
MLOC_60937.2	PTHR10438
AK355551	PTHR24003
AK355551	IPR004324
AK355551	PF03092
AK355551	PTHR24003:SF251
AK248453.1	IPR002469
AK248453.1	PF00930
AK248453.1	IPR001375
AK248453.1	PF00326
MLOC_80136.1	IPR015419
MLOC_80136.1	PF09341
MLOC_34511.1	IPR003137
MLOC_34511.1	PF02225
MLOC_34511.1	IPR010259
MLOC_34511.1	PF05922
MLOC_34511.1	IPR000209
MLOC_34511.1	PF00082
AK376403	PTHR10799:SF59
AK376403	PTHR10799
AK376403	IPR001650
AK376403	PF00271
MLOC_57276.1	IPR006121
MLOC_57276.1	PF00403
AK373732	PTHR11772
AK373732	IPR017932
AK373732	PS51278
AK373732	IPR001962
AK373732	PF00733
AK364936	IPR018221
AK364936	PS00592
AK364936	IPR001701
AK364936	PF00759
AK364936	PS51257
AK364936	PTHR22298
MLOC_59262.2	IPR002487
MLOC_59262.2	PF01486
MLOC_59262.2	IPR002100
MLOC_59262.2	PF00319
AK372511	IPR019775
AK372511	PS00678
AK372511	IPR001680
AK372511	SM00320
AK372511	IPR019781
AK372511	PF00400
AK372511	IPR017986
AK372511	PS50294
AK372511	IPR020472
AK372511	PR00320
AK372511	IPR019782
AK372511	PS50082
AK372511	PTHR19865
AK361775	PTHR25943:SF170
AK361775	IPR001128
AK361775	PR00385
AK361775	IPR002401
AK361775	PR00463
AK361775	PF00067
AK361775	IPR017972
AK361775	PS00086
AK361775	PTHR25943
MLOC_57758.1	IPR001206
MLOC_57758.1	PF00781
MLOC_57758.1	IPR002219
MLOC_57758.1	PF00130
MLOC_57758.1	IPR000756
MLOC_57758.1	PF00609
AK372027	IPR020625
AK372027	PS00666
AK372027	IPR020624
AK372027	PS00665
AK372027	IPR002220
AK372027	PR00146
AK372027	PTHR12128
AK372027	PF00701
MLOC_11678.1	IPR001356
MLOC_11678.1	PS50071
MLOC_11678.1	PTHR11850:SF46
MLOC_11678.1	IPR017970
MLOC_11678.1	PS00027
MLOC_11678.1	PF00046
MLOC_11678.1	PTHR11850
MLOC_11678.1	IPR005539
MLOC_11678.1	PS51213
MLOC_11678.1	PF03789
MLOC_11678.1	IPR005541
MLOC_11678.1	PF03791
MLOC_11678.1	IPR005540
MLOC_11678.1	PF03790
MLOC_11678.1	SM00389
AK370389	IPR000181
AK370389	PR01576
AK370389	PTHR10458
AK370389	IPR023635
AK370389	PF01327
MLOC_64575.1	IPR008176
MLOC_64575.1	PS00940
MLOC_64575.1	PF00304
MLOC_64575.1	IPR003614
MLOC_64575.1	SM00505
MLOC_13798.2	PTHR10811:SF5
MLOC_13798.2	IPR006740
MLOC_13798.2	PF04646
MLOC_13798.2	PTHR10811
AK248169.1	IPR018316
AK248169.1	PF03953
AK248169.1	IPR017975
AK248169.1	PS00227
AK248169.1	IPR003008
AK248169.1	SM00864
AK248169.1	IPR002453
AK248169.1	PR01163
AK248169.1	IPR000217
AK248169.1	PTHR11588
AK248169.1	IPR013838
AK248169.1	PS00228
AK248169.1	PR01161
AK248169.1	PF00091
AK248169.1	SM00865
AK356307	IPR011417
AK356307	PF07651
AK365088	PTHR11746
AK365088	IPR001077
AK365088	PF00891
AK376324	IPR001356
AK376324	SM00389
AK376324	PS50071
AK371224	IPR017441
AK371224	PS00107
AK371224	IPR008271
AK371224	PS00108
AK371224	PTHR24420:SF657
AK371224	PTHR24420
AK371224	IPR000719
AK371224	PS50011
AK371224	IPR017442
AK371224	PF00069
AK368836	IPR007493
AK368836	PF04398
AK252037.1	IPR013078
AK252037.1	PF00300
AK368357|AK357851	PTHR10108
AK368357|AK357851	PTHR10108:SF241
AK368357|AK357851	IPR008854
AK368357|AK357851	PF05724
AK371067	IPR001650
AK371067	PF00271
AK371067	IPR000330
AK371067	PF00176
AK371067	PTHR10799
AK371067	IPR014001
AK371067	SM00487
AK371067	IPR017907
AK371067	PS00518
AK371067	IPR001841
AK371067	PS50089
AK371067	PS51192
AK371067	SM00490
AK371067	IPR018957
AK371067	PF00097
AK371067	PTHR10799:SF62
AK371067	SM00184
AK371067	PS51194
AK360584	IPR020575
AK360584	PR00775
AK360584	IPR003594
AK360584	PF02518
AK360584	PTHR11528:SF36
AK360584	IPR001404
AK360584	PTHR11528
AK360584	PF00183
AK360584	IPR019805
AK360584	PS00298
AK360584	SM00387
MLOC_6620.3	IPR000432
MLOC_6620.3	PF00488
MLOC_1120.1	IPR000010
MLOC_1120.1	PF00031
AK360395	IPR003960
AK360395	PS00674
AK360395	IPR003593
AK360395	SM00382
AK360395	IPR003959
AK360395	PF00004
AK360395	PTHR23073
AK360395	PTHR23073:SF12
MLOC_68272.3	IPR018289
MLOC_68272.3	PF10551
MLOC_68272.3	IPR004330
MLOC_68272.3	PF03101
MLOC_68272.3	IPR007527
MLOC_68272.3	PF04434
AK357284	PTHR11926:SF15
AK357284	IPR002213
AK357284	PTHR11926
AK357284	PS00375
AK357284	PF00201
AK376257	IPR000668
AK376257	PF00112
AK376257	IPR000169
AK376257	PS00640
AK376257	PS00639
AK376257	IPR013201
AK376257	PF08246
AK376257	PR00705
AK376257	PTHR12411:SF44
AK376257	SM00645
AK376257	SM00848
AK376257	IPR013128
AK376257	PTHR12411
MLOC_12968.1	IPR001220
MLOC_12968.1	PF00139
MLOC_12968.1	IPR017442
MLOC_12968.1	PF00069
MLOC_70573.1	IPR001563
MLOC_70573.1	PF00450
MLOC_75245.1	IPR002048
MLOC_75245.1	SM00054
MLOC_75245.1	PTHR10891
MLOC_75245.1	IPR018249
MLOC_75245.1	PS50222
MLOC_75245.1	PTHR10891:SF141
MLOC_75245.1	IPR018247
MLOC_75245.1	PS00018
MLOC_75245.1	IPR018248
MLOC_75245.1	PF00036
AK359232	IPR003095
AK359232	PR00625
AK359232	PTHR25040
AK359232	IPR001623
AK359232	PS50076
AK359232	PTHR25040:SF165
AK359232	SM00271
AK359232	PF00226
AK369368	IPR001841
AK369368	PS50089
AK369368	IPR017907
AK369368	PS00518
AK369368	SM00184
AK369368	PTHR23041
AK369368	IPR018957
AK369368	PF00097
AK369368	PTHR23041:SF15
AK357304	IPR001810
AK357304	SM00256
AK357304	PF00646
AK357304	PS50181
AK356294	IPR004130
AK356294	PF03029
AK356294	PTHR21231:SF3
AK356294	PTHR21231
MLOC_52707.1	IPR001841
MLOC_52707.1	PS50089
MLOC_52707.1	IPR018957
MLOC_52707.1	PF00097
MLOC_52707.1	PTHR14155
MLOC_52707.1	PTHR14155:SF11
MLOC_52707.1	SM00184
MLOC_21642.1	IPR013155
MLOC_21642.1	PF08264
MLOC_21642.1	IPR001412
MLOC_21642.1	PS00178
MLOC_21642.1	IPR002300
MLOC_21642.1	PF00133
MLOC_21642.1	PTHR11946
MLOC_21642.1	IPR002303
MLOC_21642.1	PR00986
MLOC_21642.1	PTHR11946:SF5
MLOC_21642.1	IPR019499
MLOC_21642.1	PF10458
AK358661	IPR018371
AK358661	PS00026
AK358661	PTHR22595:SF11
AK358661	IPR001002
AK358661	PR00451
AK358661	IPR000726
AK358661	PF00182
AK358661	PS50941
AK358661	PF00187
AK358661	PS00774
AK358661	PTHR22595
AK358661	PD000609
AK358661	SM00270
MLOC_59849.1	IPR015880
MLOC_59849.1	SM00355
MLOC_59849.1	PTHR13182
MLOC_59849.1	IPR007087
MLOC_59849.1	PS00028
AK356611	PTHR24012:SF67
AK356611	IPR000504
AK356611	PS50102
AK356611	PTHR24012
AK356611	SM00360
AK356611	PF00076
AK371543	IPR001611
AK371543	PS51450
AK371543	IPR017441
AK371543	PS00107
AK371543	IPR000719
AK371543	PS50011
AK371543	IPR017442
AK371543	PF00069
AK371543	PR00019
AK371543	IPR008271
AK371543	PS00108
AK371543	PTHR24420:SF736
AK371543	PF00560
AK371543	IPR013210
AK371543	PF08263
AK371543	PTHR24420
MLOC_80491.1	IPR013747
MLOC_80491.1	PF08541
MLOC_80491.1	IPR013601
MLOC_80491.1	PF08392
MLOC_65553.1	IPR002885
MLOC_65553.1	PF01535
MLOC_68137.1	IPR017442
MLOC_68137.1	PF00069
MLOC_68137.1	PTHR24420
MLOC_68137.1	IPR013210
MLOC_68137.1	PF08263
MLOC_68137.1	IPR000719
MLOC_68137.1	PS50011
MLOC_68137.1	IPR001611
MLOC_68137.1	PF00560
MLOC_68137.1	PTHR24420:SF462
MLOC_68137.1	IPR008271
MLOC_68137.1	PS00108
MLOC_58921.1	IPR003480
MLOC_58921.1	PF02458
AK360186	IPR003386
AK360186	PF02450
AK360186	PTHR11440:SF28
AK360186	PTHR11440
MLOC_64857.1	IPR000873
MLOC_64857.1	PF00501
MLOC_22204.1	IPR013201
MLOC_22204.1	PF08246
MLOC_6315.1	IPR001092
MLOC_6315.1	PF00010
MLOC_6315.1	PTHR23042
MLOC_6315.1	SM00353
MLOC_6315.1	PS50888
MLOC_6315.1	PTHR23042:SF20
AK375003	PTHR15588
AK375003	IPR006649
AK375003	SM00651
AK375003	PTHR15588:SF5
AK375003	IPR001163
AK375003	PF01423
AK366596	PTHR14000
AK366596	PTHR14000:SF3
AK366596	IPR001005
AK366596	SM00717
AK366596	IPR017877
AK366596	PS50090
AK375751	IPR017986
AK375751	PS50294
AK375751	PTHR15574
AK375751	IPR001680
AK375751	SM00320
AK375751	IPR019782
AK375751	PS50082
AK375751	IPR019781
AK375751	PF00400
AK375751	PTHR15574:SF16
AK376680	PTHR26374:SF459
AK376680	PTHR26374
AK376680	IPR015880
AK376680	SM00355
AK376680	IPR007087
AK376680	PS00028
AK376680	PS50157
MLOC_71301.2	IPR017442
MLOC_71301.2	PF00069
MLOC_71301.2	IPR003613
MLOC_71301.2	PF04564
MLOC_2075.1	IPR018124
MLOC_2075.1	PS00803
MLOC_2075.1	IPR001580
MLOC_2075.1	PTHR11073
MLOC_2075.1	PR00626
MLOC_2075.1	PS00805
MLOC_2075.1	PF00262
MLOC_2075.1	PS00804
MLOC_54180.1	IPR002482
MLOC_54180.1	SM00257
MLOC_54180.1	PTHR20932
AK374626	IPR005181
AK374626	PF03629
AK374626	PS51257
MLOC_44491.1	PTHR11909:SF18
MLOC_44491.1	IPR008271
MLOC_44491.1	PS00108
MLOC_44491.1	PTHR11909
MLOC_44491.1	IPR017441
MLOC_44491.1	PS00107
MLOC_44491.1	IPR000719
MLOC_44491.1	PS50011
MLOC_44491.1	IPR017442
MLOC_44491.1	PF00069
MLOC_70751.2	PTHR11863
MLOC_70751.2	IPR006694
MLOC_70751.2	PF04116
MLOC_70751.2	IPR021940
MLOC_70751.2	PF12076
MLOC_70751.2	PTHR11863:SF22
AK365079	IPR005150
AK365079	PF03552
AK365079	PTHR13301:SF23
AK365079	IPR001841
AK365079	SM00184
AK365079	PTHR13301
AK366571	IPR005150
AK366571	PF03552
MLOC_46083.1	IPR004179
MLOC_46083.1	PF02889
MLOC_46083.1	IPR011545
MLOC_46083.1	PF00270
MLOC_46083.1	IPR001650
MLOC_46083.1	PF00271
MLOC_60693.1	IPR003676
MLOC_60693.1	PF02519
MLOC_69707.1	IPR010410
MLOC_69707.1	PF06219
MLOC_2193.1	IPR002083
MLOC_2193.1	PF00917
MLOC_2193.1	IPR013069
MLOC_2193.1	PF00651
AK370420	PTHR21495
AK370420	IPR004265
AK370420	PF03018
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	IPR000164
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	PTHR11426
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	IPR007125
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	PF00125
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	SM00428
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	PR00622
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	PS00959
AK251519.1|AK373609|AK251714.1|AK356852|AK353900|AK376784|AK369873	PS00322
MLOC_4724.2	IPR004022
MLOC_4724.2	PF02791
MLOC_4724.2	IPR018866
MLOC_4724.2	PF10497
MLOC_21852.1	IPR003656
MLOC_21852.1	PF02892
AK371221	IPR001320
AK371221	PF00060
AK371221	PTHR18966:SF6
AK371221	IPR001828
AK371221	PF01094
AK371221	IPR001638
AK371221	PF00497
AK371221	PTHR18966
AK374788	IPR013129
AK374788	PF02373
AK374788	IPR001810
AK374788	PS50181
AK374788	PTHR12480
AK374788	PTHR12480:SF5
AK374788	PF00646
AK374788	IPR003347
AK374788	PS51184
AK374788	SM00558
AK376249	PTHR22601
AK376249	IPR004813
AK376249	PF03169
AK363153	IPR002110
AK363153	PF00023
AK363153	IPR000582
AK363153	PS51228
AK363153	IPR020683
AK363153	PS50297
AK363153	PS50088
AK363153	PTHR24119
AK363153	PTHR24119:SF174
AK363153	SM00248
AK363153	PF00887
AK363153	PR00689
MLOC_32526.1	IPR011129
MLOC_32526.1	SM00357
MLOC_32526.1	IPR002059
MLOC_32526.1	PF00313
MLOC_32526.1	IPR019844
MLOC_32526.1	PS00352
MLOC_32526.1	PR00050
MLOC_32526.1	PTHR11544
AK355023|AK358251	IPR002048
AK355023|AK358251	SM00054
AK355023|AK358251	IPR018249
AK355023|AK358251	PS50222
AK355023|AK358251	PTHR23056
AK355023|AK358251	IPR001125
AK355023|AK358251	PR00450
AK355023|AK358251	PTHR23056:SF3
AK370850	PTHR22814
AK370850	PTHR22814:SF39
MLOC_10647.1	IPR013763
MLOC_10647.1	SM00385
MLOC_10647.1	IPR000812
MLOC_10647.1	PTHR11618
MLOC_10647.1	IPR013137
MLOC_10647.1	PS51134
MLOC_10647.1	PF08271
MLOC_10647.1	PTHR11618:SF13
MLOC_10647.1	IPR023486
MLOC_10647.1	PS00782
MLOC_10647.1	PR00685
MLOC_10647.1	IPR013150
MLOC_10647.1	PF00382
MLOC_65859.1	IPR006139
MLOC_65859.1	PF00389
MLOC_65859.1	IPR006140
MLOC_65859.1	PF02826
AK360183	IPR009286
AK360183	PF06090
AK360183	PTHR14456:SF6
AK360183	PTHR14456
MLOC_76271.3	IPR001005
MLOC_76271.3	SM00717
MLOC_76271.3	IPR001878
MLOC_76271.3	PS50158
MLOC_76271.3	IPR014778
MLOC_76271.3	PF00249
MLOC_76271.3	PTHR12374
MLOC_76271.3	IPR017930
MLOC_76271.3	PS51294
MLOC_76271.3	SM00343
AK372434	IPR001087
AK372434	PF00657
AK372434	PTHR22835
AK372434	PTHR22835:SF39
AK369542	IPR017442
AK369542	PF00069
AK369542	PTHR24420:SF442
AK369542	PTHR24420
AK369542	IPR017441
AK369542	PS00107
AK369542	IPR013227
AK369542	PF08276
AK369542	IPR001480
AK369542	PS50927
AK369542	IPR003609
AK369542	SM00473
AK369542	IPR000858
AK369542	PF00954
AK369542	IPR008271
AK369542	PS00108
AK369542	PF01453
AK369542	PS50948
AK369542	SM00108
AK369542	IPR000719
AK369542	PS50011
AK355843	IPR000795
AK355843	PR00315
AK355843	PTHR23115
AK355843	IPR005517
AK355843	PF03764
AK355843	SM00889
AK355843	IPR000640
AK355843	SM00838
AK355843	PTHR23115:SF4
AK355843	PF00679
AK355843	PF00009
AK355843	IPR004161
AK355843	PF03144
AK354044|AK358633	IPR005746
AK354044|AK358633	PR00421
AK354044|AK358633	IPR013766
AK354044|AK358633	PF00085
AK354044|AK358633	IPR012336
AK354044|AK358633	PS51352
AK354044|AK358633	IPR017937
AK354044|AK358633	PS00194
AK354044|AK358633	PTHR10438
AK363888	IPR001461
AK363888	PTHR13683
AK363888	PTHR13683:SF100
AK360638	IPR007751
AK360638	PF05057
AK360638	PTHR12482
AK369955	IPR011701
AK369955	PF07690
AK369955	PTHR19432:SF2
AK369955	PTHR19432
MLOC_70419.2	IPR001810
MLOC_70419.2	PF00646
MLOC_70419.2	SM00256
MLOC_70419.2	PS50181
MLOC_55574.1	PTHR24420
MLOC_55574.1	IPR008271
MLOC_55574.1	PS00108
MLOC_55574.1	IPR001881
MLOC_55574.1	SM00179
MLOC_55574.1	IPR013091
MLOC_55574.1	PF07645
MLOC_55574.1	IPR000152
MLOC_55574.1	PS00010
MLOC_55574.1	PTHR24420:SF444
MLOC_55574.1	IPR000742
MLOC_55574.1	PS50026
MLOC_55574.1	IPR000719
MLOC_55574.1	PS50011
MLOC_55574.1	IPR001245
MLOC_55574.1	PF07714
MLOC_55574.1	IPR017441
MLOC_55574.1	PS00107
MLOC_55574.1	IPR006210
MLOC_55574.1	SM00181
MLOC_55574.1	IPR018097
MLOC_55574.1	PS01187
AK359792	IPR014030
AK359792	PF00109
AK359792	IPR018201
AK359792	PS00606
AK359792	IPR014031
AK359792	PF02801
AK359792	PTHR11712:SF52
AK359792	IPR000794
AK359792	PTHR11712
MLOC_38476.1	IPR003612
MLOC_38476.1	PF00234
MLOC_38476.1	IPR000528
MLOC_38476.1	PR00382
MLOC_38476.1	SM00499
MLOC_38476.1	PS00597
AK374173	PTHR22850
AK374173	IPR017986
AK374173	PS50294
AK374173	IPR020472
AK374173	PR00320
AK374173	IPR019781
AK374173	PF00400
AK374173	IPR019775
AK374173	PS00678
AK374173	IPR001680
AK374173	SM00320
AK374173	IPR019782
AK374173	PS50082
AK374173	IPR022052
AK374173	PF12265
AK374173	PTHR22850:SF43
AK371354	IPR010259
AK371354	PF05922
AK371354	PTHR24726
AK364217	IPR001810
AK364217	SM00256
AK364217	PS50181
AK364217	PF00646
MLOC_56677.1	IPR002495
MLOC_56677.1	PF01501
MLOC_56677.1	PTHR13778:SF4
MLOC_56677.1	PTHR13778
MLOC_62116.1	IPR000571
MLOC_62116.1	PF00642
MLOC_62116.1	PS50103
MLOC_62116.1	IPR009145
MLOC_62116.1	PTHR12620
MLOC_62116.1	PR01848
MLOC_62116.1	IPR000504
MLOC_62116.1	PS50102
MLOC_62116.1	SM00356
MLOC_62116.1	PF00076
AK251065.1	IPR019781
AK251065.1	PF00400
AK251065.1	IPR017442
AK251065.1	PF00069
AK366488	PTHR24420:SF801
AK366488	IPR000719
AK366488	PS50011
AK366488	IPR017441
AK366488	PS00107
AK366488	IPR001245
AK366488	PF07714
AK366488	PTHR24420
AK366488	IPR008271
AK366488	PS00108
AK369041	IPR001202
AK369041	PS50020
AK369041	IPR014001
AK369041	SM00487
AK369041	PTHR24031
AK369041	PF00397
AK369041	PS51192
AK369041	IPR000629
AK369041	PS00039
AK369041	IPR011545
AK369041	PF00270
AK369041	SM00456
AK369041	IPR001650
AK369041	PS51194
AK369041	PF00271
AK369041	SM00490
AK369041	PTHR24031:SF50
AK369041	IPR014014
AK369041	PS51195
MLOC_61089.1	PF03205
MLOC_61089.1	PTHR12755
MLOC_61089.1	IPR010655
MLOC_61089.1	PF06807
AK356001	PTHR24351:SF88
AK356001	IPR008271
AK356001	PS00108
AK356001	IPR017442
AK356001	PF00069
AK356001	IPR000719
AK356001	PS50011
AK356001	PTHR24351
AK356001	IPR002290
AK356001	SM00220
AK373902	IPR003340
AK373902	PF02362
AK367522	IPR018957
AK367522	PF00097
AK367522	PTHR10579:SF5
AK367522	IPR002035
AK367522	SM00327
AK367522	IPR001841
AK367522	PS50089
AK367522	PF00092
AK367522	SM00184
AK367522	PS50234
AK367522	PTHR10579
MLOC_80666.1	IPR003480
MLOC_80666.1	PF02458
MLOC_65248.1	IPR000073
MLOC_65248.1	PR00111
MLOC_65248.1	PTHR11614
MLOC_65248.1	PTHR11614:SF20
MLOC_65248.1	IPR022742
MLOC_65248.1	PF12146
MLOC_55247.2	IPR008831
MLOC_55247.2	PF05669
MLOC_55247.2	PTHR13186
AK371972	IPR013227
AK371972	PF08276
AK371972	IPR001245
AK371972	PF07714
AK371972	IPR000858
AK371972	PF00954
AK371972	IPR001480
AK371972	PF01453
AK365316	IPR014017
AK365316	PS51217
AK365316	IPR014016
AK365316	PS51198
AK365316	IPR000212
AK365316	PF00580
AK365316	PTHR11070
MLOC_69905.3	IPR001360
MLOC_69905.3	PF00232
MLOC_69905.3	PTHR10353
MLOC_69905.3	PS51257
MLOC_69905.3	PR00131
AK365754	IPR001140
AK365754	PF00664
AK365754	IPR003439
AK365754	PF00005
AK365754	IPR017940
AK365754	PS50929
AK365754	PTHR24221:SF68
AK365754	PTHR24221
AK365754	IPR003593
AK365754	SM00382
AK365754	IPR017871
AK365754	PS00211
AK365754	PS50893
AK367654	IPR002213
AK367654	PS00375
AK367654	PTHR11926:SF15
AK367654	PTHR11926
AK367654	PF00201
AK250553.1	IPR003010
AK250553.1	PF00795
AK251354.1	PTHR10209
AK251354.1	IPR005123
AK251354.1	PS51471
AK251354.1	PF03171
AK251354.1	PTHR10209:SF41
MLOC_11605.2	IPR000767
MLOC_11605.2	PR00364
MLOC_11605.2	PTHR23155
MLOC_11605.2	IPR002182
MLOC_11605.2	PF00931
AK363248	PTHR10996
AK363248	IPR006139
AK363248	PF00389
AK363248	IPR006140
AK363248	PF02826
AK363248	PTHR10996:SF15
AK372810	IPR001202
AK372810	SM00456
AK372810	PTHR21737
AK372810	PF00397
AK372810	PS50020
AK372810	PS01159
AK372810	PTHR21737:SF3
MLOC_54996.1	IPR001806
MLOC_54996.1	PF00071
MLOC_36807.1	PTHR23083
MLOC_36807.1	PTHR23083:SF174
MLOC_36807.1	IPR013026
MLOC_36807.1	PS50293
MLOC_58876.3	IPR002782
MLOC_58876.3	PF01927
MLOC_58876.3	PTHR12124:SF13
MLOC_58876.3	IPR002562
MLOC_58876.3	SM00474
MLOC_58876.3	PTHR12124
MLOC_58876.3	PF01612
MLOC_1081.1	IPR003959
MLOC_1081.1	PF00004
MLOC_1081.1	PTHR23070
MLOC_1081.1	IPR003593
MLOC_1081.1	SM00382
MLOC_1081.1	PTHR23070:SF1
MLOC_1081.1	IPR003960
MLOC_1081.1	PS00674
AK368448|AK367231	IPR018249
AK368448|AK367231	PS50222
AK368448|AK367231	PTHR10891:SF43
AK368448|AK367231	IPR018248
AK368448|AK367231	PF00036
AK368448|AK367231	IPR018247
AK368448|AK367231	PS00018
AK368448|AK367231	IPR002048
AK368448|AK367231	SM00054
AK368448|AK367231	PTHR10891
MLOC_11933.1	IPR001638
MLOC_11933.1	PF00497
MLOC_11933.1	IPR001828
MLOC_11933.1	PF01094
MLOC_11933.1	IPR001320
MLOC_11933.1	PF00060
MLOC_61107.1	IPR004176
MLOC_61107.1	PF02861
MLOC_16731.1	IPR018248
MLOC_16731.1	PF00036
AK356030	PTHR22912
AK356030	IPR001327
AK356030	PF00070
AK356030	IPR013027
AK356030	PR00368
AK356030	IPR008255
AK356030	PS00573
AK356030	PTHR22912:SF51
AK356030	IPR000103
AK356030	PR00469
AK356030	IPR023753
AK356030	PF07992
MLOC_49351.1	IPR000477
MLOC_49351.1	PF00078
MLOC_70111.1	IPR001611
MLOC_70111.1	PF00560
MLOC_70111.1	IPR002182
MLOC_70111.1	PF00931
MLOC_65936.3	IPR004147
MLOC_65936.3	PF03109
MLOC_53047.1	IPR017447
MLOC_53047.1	PF04969
MLOC_61356.2	IPR006086
MLOC_61356.2	PF00867
MLOC_61356.2	IPR006085
MLOC_61356.2	PF00752
MLOC_73481.1	IPR001611
MLOC_73481.1	PF00560
MLOC_73481.1	PTHR24420
MLOC_73481.1	PTHR24420:SF540
MLOC_73481.1	IPR013210
MLOC_73481.1	PF08263
MLOC_68758.3	IPR001107
MLOC_68758.3	PF01145
MLOC_34557.1	IPR005834
MLOC_34557.1	PF00702
MLOC_34557.1	PTHR24093
MLOC_34557.1	IPR018303
MLOC_34557.1	PS00154
MLOC_34557.1	IPR006068
MLOC_34557.1	PF00689
MLOC_34557.1	IPR008250
MLOC_34557.1	PF00122
MLOC_34557.1	IPR004014
MLOC_34557.1	PF00690
MLOC_34557.1	PTHR24093:SF73
MLOC_34557.1	IPR001757
MLOC_34557.1	PR00119
MLOC_34557.1	IPR000695
MLOC_34557.1	PR00120
MLOC_58790.1	PTHR10168
MLOC_58790.1	IPR002109
MLOC_58790.1	PS51354
MLOC_58790.1	PF00462
MLOC_53588.1	IPR000620
MLOC_53588.1	PF00892
AK355188|AK249155.1	IPR000408
AK355188|AK249155.1	PR00633
AK355188|AK249155.1	PS00626
AK355188|AK249155.1	PS50012
AK355188|AK249155.1	PTHR22870:SF20
AK355188|AK249155.1	PF00415
AK355188|AK249155.1	PTHR22870
MLOC_40474.1	IPR004158
MLOC_40474.1	PF03140
AK354138	IPR004841
AK354138	PF00324
AK354138	IPR015606
AK354138	PTHR11785:SF53
AK354138	IPR002293
AK354138	PTHR11785
MLOC_74586.1	IPR009291
MLOC_74586.1	PF06101
AK365715	IPR007493
AK365715	PF04398
AK365804	IPR004045
AK365804	PF02798
AK365804	PTHR11260:SF15
AK365804	IPR017933
AK365804	PS50405
AK365804	PTHR11260
AK365804	PS50404
AK376903	PTHR11654
AK376903	PTHR11654:SF20
AK376903	IPR000109
AK376903	PF00854
MLOC_10431.1	IPR017933
MLOC_10431.1	PS50405
MLOC_10431.1	PTHR11260
MLOC_10431.1	IPR004046
MLOC_10431.1	PF00043
